img_name,Caption,ANP,Emotion_Categorical,Valence,Arousal,Dominance,Style,Scene_Type,Object_Types,Facial_Expression,Human_Action,Reason_for_Emotion,Average_Color,Primary_Color,Secondary_Color,Brightness,Contrast,image_path
1ae7d615-14d7-43e4-9bce-7c29cf5f1f7b,"A vibrant underground punk show in a dimly lit basement, capturing the energetic atmosphere of a 1997 New Jersey party with musicians performing and an engaged audience.","vibrant atmosphere, dim lighting, engaged audience, punk music",Excitement,3,4,2,vintage,indoor,"musical instruments, people, equipment",,,The energetic performance and lively crowd create a sense of excitement and engagement typical of punk shows.,63:54:36,20:29:14,100:70:55,55.24,49.53,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1ae7d615-14d7-43e4-9bce-7c29cf5f1f7b.jpg
3914979c-1f3a-48ee-a0f1-7ba54660538f,"A small, charming robot with large blue eyes is seated, intently reading a book in a softly lit indoor setting.","charming robot, large eyes, soft light",Contentment,3,2,1,"whimsical, fantasy",indoor,"robot, book",,,The robot's engagement with the book and the warm lighting creates a sense of tranquility and contentment.,61:55:53,32:29:34,73:63:59,57.09,39.3,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3914979c-1f3a-48ee-a0f1-7ba54660538f.jpg
c361c484-711f-4bab-928e-8e052501813c,"A vivid photograph of a chocolate Labrador with its tongue out, eagerly trying to catch a kibble mid-air, its ears flapping, captured in an ultrarealistic style with professional lighting.","vivid Labrador, chocolate tongue, flapping ears, captivating catch",Excitement,4,3,2,"realistic, photorealistic",outdoor,"dog, food",,,"The image captures a moment of playful excitement and joy in the dog's expression as it eagerly attempts to catch the kibble, making viewers likely to feel exhilarated by this playful energy.",51:35:28,26:17:12,105:69:54,39.29,42.47,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/c361c484-711f-4bab-928e-8e052501813c.jpg
8eab995b-eea4-4c74-8255-37900a090eca,"A whimsical, colorful creature with large googly eyes, fluffy body, and long antennae, sitting in a shiny, wet surface with a surprised expression.","whimsical creature, colorful body, googly eyes",Amusement,3,2,1,"cartoonish, fantasy",indoor,fantastical creatures,surprised,,The creature's quirky appearance and surprised expression evoke a sense of amusement.,98:126:116,94:118:107,139:183:173,116.98,49.24,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/8eab995b-eea4-4c74-8255-37900a090eca.jpg
e70708de-3196-4f06-8a3b-225db3c6efe8,"A young woman in a dark hoodie looks downward, conveying a sense of sadness against a blank background.","sad woman, dark hoodie, blank background",Sad,-3,-1,-2,realistic,indoor,person,,,"The young woman's downward gaze and attire suggest feelings of introspection and sadness, creating a somber mood.",38:38:34,25:25:21,58:60:54,38.44,28.29,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e70708de-3196-4f06-8a3b-225db3c6efe8.jpg
1a31356f-e10d-4ce2-aafc-0fba947c565f,"A chilling scene from a horror movie depicting a demon dragging a woman into hell amidst a fiery backdrop, characterized by intricate and hyper-detailed visuals reminiscent of 1980s horror aesthetics.","chilling scene, intricate visuals, fiery backdrop, dark atmosphere",Fear,-3,4,-2,"hyper-realistic, horror, cinematic",indoor,"demon, woman, fire",,being dragged,"The imagery of a demon dragging a woman into hell, combined with the fiery and dark atmosphere, evokes a sense of fear and horror.",71:48:47,48:29:35,180:92:58,54.96,38.97,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1a31356f-e10d-4ce2-aafc-0fba947c565f.jpg
28be79e2-a48b-4cc9-9b16-b57ce9a80b73,"A visually striking seamless background featuring a gradient of triangular shapes in multiple shades of blue and teal, evoking a modern and abstract aesthetic.","modern pattern, cool tones, abstract design",Contentment,2,1,1,"abstract, modern",abstract,geometric patterns,,,"The image's smooth gradient and harmonious colors evoke a sense of calm and satisfaction, typical of abstract art.",86:131:129,81:146:148,28:65:81,117.77,57.47,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/28be79e2-a48b-4cc9-9b16-b57ce9a80b73.jpg
31e4c581-7f60-476c-b2f7-5444510dbe7a,"An artistic representation inspired by Kate Bush, featuring a centrally placed woman within a complex circular design rich in geometric and esoteric motifs, characterized by a horror vacui style using mixed pale and vivid colors with hand-drawn elements and sheet music ornaments.","complex design, vivid colors, hand-drawn elements",Awe,3,2,1,"art brut, primitivist",abstract,"human figure, geometric patterns",neutral,,The intricate design and esoteric themes can evoke a sense of wonder and appreciation for the creativity and depth of the artwork.,141:127:114,45:55:51,243:237:221,130.35,81.12,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/31e4c581-7f60-476c-b2f7-5444510dbe7a.jpg
65853cc5-fe62-41e5-ac50-3799ac4f0ec5,"A gothic scene featuring a Nosferatu figure standing alongside his woman prey, both cloaked in dark, dramatic attire, set against a dimly lit, eerie ambiance that enhances the dark fantasy theme.","gothic couple, dark atmosphere, dynamic pose",Fear,-2,3,-1,"dark fantasy, digital painting, comics style",outdoor,"figures, gothic architecture",,,The image depicts a chilling and ominous scene that evokes a sense of fear due to the presence of a Nosferatu figure and the overall dark and mysterious ambiance.,42:42:41,22:22:22,90:90:90,42.31,39.09,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/65853cc5-fe62-41e5-ac50-3799ac4f0ec5.jpg
742ad3a8-a65c-44e9-a6e8-c6f58c0b0d85,"A soldier using a flamethrower in a dynamic, stylized video game environment featuring vibrant flames and a futuristic design.","dynamic lighting, futuristic soldier, bright flames",Excitement,3,4,3,"video game, octane render",outdoor,"soldiers, weapons, fire",,using flamethrower,"The image portrays an intense and action-packed scene, evoking feelings of excitement and adrenaline.",94:70:53,55:40:35,144:93:66,76.07,56.46,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/742ad3a8-a65c-44e9-a6e8-c6f58c0b0d85.jpg
a6f11b8f-e709-4efe-a395-8f90ee8eed0a,"A colorful, doodle art style rendition of Mike Wazowski from Monsters, Inc., featuring vibrant green watercolors and intricate details amidst dynamic shapes and abstract elements.","colorful monster, doodle art, funny expression",Amusement,3,2,1,"doodle art, digital collage",indoor,monsters,playful,,"The whimsical and vibrant depiction of the character, along with its humorous expression, evokes amusement.",183:192:166,248:242:222,43:77:62,186.85,74.9,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/a6f11b8f-e709-4efe-a395-8f90ee8eed0a.jpg
81490587-56f9-4f93-b77f-898aa86d86e0,"A beautiful black woman with striking yellow hair dressed as a warrior, posed in a full-body view, exuding strength and confidence.","beautiful woman, yellow hair, warrior outfit",Awe,3,3,2,realistic,indoor,human figure,,,"The image evokes awe due to the striking combination of beauty, unique hair color, and the powerful warrior imagery.",70:67:58,27:29:27,100:86:70,67.22,55.46,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/81490587-56f9-4f93-b77f-898aa86d86e0.jpg
10d850be-484d-410a-87b2-38629b5b7e85,"Shogun warriors enjoying a warm meal of ramen by a cozy fireplace during a snowy winter, evoking an intense and cinematic atmosphere.","intense atmosphere, epic scenery, cozy fireplace, falling snow",Contentment,3,2,1,"cinematic, realistic",indoor,"fireplace, food, snowflakes",,,"The scene portrays a warm and inviting atmosphere, highlighting the comfort of sharing a meal in harsh weather, eliciting feelings of contentment.",80:66:55,33:29:28,120:93:75,69.24,52.21,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/10d850be-484d-410a-87b2-38629b5b7e85.jpg
6bc052e8-4451-4604-8660-61e5021e8e57,"A vibrant illustration of a medieval construction game featuring a rustic building with a thatched roof, surrounded by various construction materials and tools, set in a simplified three-dimensional style.","medieval architecture, rustic setting, building materials",Excitement,3,2,1,"cartoonish, simplistic",outdoor,"buildings, construction tools, characters",,,The playful and creative representation of medieval construction evokes a sense of excitement and engagement with the imaginative process of building.,94:88:66,48:56:53,211:176:104,87.97,53.5,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6bc052e8-4451-4604-8660-61e5021e8e57.jpg
6465b28d-391a-4629-bc4f-c62d9069ded2,"A medical operation room with significantly poor hygiene, showcasing dirt and polluted water throughout the space.","dirty environment, polluted water, disorganized equipment",Disgust,-3,2,-1,realistic,indoor,"medical equipment, furniture",,,The image evokes disgust due to the visibly poor hygiene and unclean conditions in a space where cleanliness is crucial.,48:78:60,17:40:29,58:100:75,67.39,47.12,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6465b28d-391a-4629-bc4f-c62d9069ded2.jpg
2ffc0874-7258-4454-8071-aa297bfa16ad,"A vampire telemarketer asleep on his keyboard in a cubicle, surrounded by office clutter.","tired vampire, messy cubicle, dim light",Sad,-2,-1,-1,surreal,indoor,"office equipment, furniture",,,The image evokes sadness due to the depiction of a character typically associated with fear being in a vulnerable and exhausted state.,60:55:61,38:16:32,61:70:73,57.68,40.97,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2ffc0874-7258-4454-8071-aa297bfa16ad.jpg
573537ee-0349-43b2-8238-83080a3af885,A beautiful sunset view of a city skyline with a bridge and bay in the foreground.,"golden sunset, city skyline, peaceful bay, busy bridge",Contentment,3,2,1,"realistic, vibrant",outdoor,"cityscapes, bridges, water bodies",,,"The image evokes a sense of contentment as it captures a serene sunset over an urban landscape, reflecting the beauty and tranquility of city life.",102:76:55,28:31:32,120:79:61,81.74,62.18,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/573537ee-0349-43b2-8238-83080a3af885.jpg
03f0c373-a120-4b1a-8593-607e55968ca9,"An animated character designed to resemble a joystick with a clock, embodying an evil and furious appearance against a vibrant orange background, featuring a cyberpunk aesthetic in a detailed 3D render.","evil joystick, furious look, cyberpunk design",Anger,-2,4,3,"animated, cyberpunk",indoor,"character, clock, joystick",angry,,The character's fierce expression and menacing design evoke feelings of anger and aggression.,176:76:31,199:78:20,82:36:27,101.05,37.91,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/03f0c373-a120-4b1a-8593-607e55968ca9.jpg
d72045f1-a66d-41d8-9221-81ef080a658c,"A young person sitting alone on a chair in a dimly lit room, with a warm lamp illuminating their figure, evoking a sense of isolation and contemplation.","dim light, isolated figure, warm glow",Sad,-2,1,0,"photorealistic, cinematic",indoor,"chair, lamp",,sitting,"The dim lighting and solitude suggest a feeling of sadness or contemplation, making the viewer sense the character's emotional state.",44:33:19,22:18:11,77:50:25,35.21,33.7,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d72045f1-a66d-41d8-9221-81ef080a658c.jpg
037bab7d-8cd9-4978-bc87-612e24775ee7,"A superhero in a red and blue costume is holding a large pizza in a dimly lit kitchen filled with vegetables and fruit. The atmosphere is cinematic and vibrant, with soft light illuminating the scene.","dim kitchen, large pizza, vibrant light",Amusement,3,2,1,"realistic, cinematic",indoor,"superhero, food, kitchen items",happy,holding pizza,The scene evokes amusement due to the playful juxtaposition of a superhero engaging with an everyday activity like holding a pizza.,69:52:35,35:25:15,132:99:67,55.89,53.05,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/037bab7d-8cd9-4978-bc87-612e24775ee7.jpg
a2cd39c3-0ebe-4484-b6c2-0051c48998b5,"A dark and ominous figure stands in the foreground, exuding an aura of power and dread. The character is clad in intricately designed armor, with a fiery glow emanating from within the armor, particularly around the face, which features glowing orange eyes that pierce through the dark atmosphere. The background is shrouded in shadows and hints at a desolate, apocalyptic landscape, emphasizing the themes of doom and despair.","dark figure, ominous atmosphere, fiery glow",Fear,-3,3,2,"classic, dark fantasy",outdoor,"mythical characters, dark landscapes",,,"The image evokes fear due to its dark themes, the imposing presence of the character, and the apocalyptic setting.",45:43:49,24:29:37,69:61:66,45.19,32.17,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/a2cd39c3-0ebe-4484-b6c2-0051c48998b5.jpg
08378aaf-a269-4a88-8a2a-82ccb10e62b6,"A detailed line drawing of a person standing in a rain-like setting, suggesting themes of inner turmoil and existential contemplation.","pensive figure, damp surroundings, dark atmosphere",Sad,-2,1,0,pencil drawing,indoor,"figure, abstract elements",,,"The image conveys a sense of sadness and introspection, reflecting on themes of fear, acceptance, and letting go.",45:45:43,14:14:13,66:65:64,45.1,42.25,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/08378aaf-a269-4a88-8a2a-82ccb10e62b6.jpg
48ff456a-61ea-4c63-bc17-86f429b52ed5,"A majestic owl with intricate feather patterns stands guard, emanating a sense of strength and vigilance against a dark, moody background.","majestic owl, intricate feathers, dark background",Awe,3,2,4,realistic,outdoor,owl,,,"The image evokes awe due to the impressive depiction of the owl's fierce guardianship, emphasizing its majestic features and commanding presence.",64:43:35,28:18:15,95:62:47,49.08,42.06,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/48ff456a-61ea-4c63-bc17-86f429b52ed5.jpg
33245d38-53fb-4204-90f4-25901469f4f0,"A stylized character resembling a reptilian fighter from Mortal Kombat, illustrated in a whimsical Sesame Street style, sits poised in a street scene, wearing a blue hooded cloak and armor, exuding a friendly yet determined demeanor.","friendly reptile, whimsical style, colorful street",Amusement,3,2,1,"cartoonish, playful",urban,"character, street",friendly,,"The image combines a beloved gaming character with a playful, humorous art style that evokes a lighthearted and amusing atmosphere.",115:114:106,118:116:108,41:45:41,113.62,71.58,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/33245d38-53fb-4204-90f4-25901469f4f0.jpg
0fb870bc-a7f5-4783-894f-2eb17d0c5504,"A charcoal sketch of a young man in an action pose, depicted from behind as he gazes out of a large window. The scene is full-body, capturing a feeling of being trapped while looking out to a futuristic cityscape in the distance, with rain falling softly.","charcoal sketch, young man, huge window, action pose, futuristic view",Fear,-2,2,-1,"sketch, futuristic",indoor,"window, cityscape",,looking out,"The young man's posture and the context of looking out from a large window imply a sense of entrapment or longing for freedom, evoking fear of confinement.",98:98:98,26:26:26,218:218:217,98.82,85.09,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0fb870bc-a7f5-4783-894f-2eb17d0c5504.jpg
f2406702-eb3f-4e6e-a0ba-1d39ba0fdde6,"A highly detailed, ultra-realistic portrayal of a black cat dressed in a cloak, holding a shawarma in its paws, with captivating green eyes and an intriguing background that suggests a cozy, social dining environment.","black cat, detailed shawarma, cozy background",Amusement,2,3,1,"ultra realistic, highly detailed",indoor,"black cat, shawarma, dining setting",,,"The unusual and humorous scenario of a cat eating a shawarma evokes amusement, as it blends typical animal behavior with a human-like activity.",60:51:45,24:19:21,86:70:59,53.45,48.07,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f2406702-eb3f-4e6e-a0ba-1d39ba0fdde6.jpg
8d3eab23-0559-49e9-b851-279e54bcbee9,"A surreal scene featuring individuals on stage with press coverage, reminiscent of an old newspaper photo.","surreal stage, old newspaper, press attendance, photo realistic",Disgust,-2,1,-1,"realistic, vintage",indoor,"newspapers, people",,,The juxtaposition of the surreal elements with a familiar press setting might evoke feelings of discomfort or confusion.,113:107:90,35:34:27,218:208:180,107.71,78.03,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/8d3eab23-0559-49e9-b851-279e54bcbee9.jpg
517cdd25-41bc-4066-94c1-c07e251c22c8,"A chaotic, cartoon-style depiction of a humorous and absurd cluttered bookstore overflowing with disorganized books and quirky characters amidst vibrant colors and abstract forms.","chaotic bookstore, vibrant colors, quirky characters",Amusement,3,4,1,"cartoon, abstract",indoor,"books, characters",,,The absurdity and vibrant chaos of the scene evoke amusement as it portrays a humorous take on a bookstore environment.,100:69:47,51:39:27,152:72:37,76.38,53.55,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/517cdd25-41bc-4066-94c1-c07e251c22c8.jpg
a16ad8e5-ef8d-420f-9746-e5bc9ff9c41e,"A rustic brown leather tote bag styled as a knitting bag in a flat lay on a spring field, accompanied by a straw hat and tulips.","rustic bag, brown leather, flat lay, knitting bag, spring field",Contentment,3,1,2,"realistic, vintage",outdoor,"bags, floral elements, natural landscapes",,,"The serene setting and cozy accessories evoke a sense of contentment, reflecting a peaceful moment in nature.",59:41:27,22:14:7,84:55:33,45.52,42.49,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/a16ad8e5-ef8d-420f-9746-e5bc9ff9c41e.jpg
0c83db36-5705-408d-878c-4aaadc1d5469,"Two cute children dressed in neon urban clothing with cyborg elements at a party, exuding a playful and vibrant atmosphere.","cute children, neon clothing, urban party",Excitement,3,3,1,"anime, surreal",indoor,"children, clothing, party decorations",,,"The vibrant colors and playful attire evoke a sense of joy and excitement, typical of a festive gathering.",65:68:71,30:43:50,126:102:98,67.98,49.97,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0c83db36-5705-408d-878c-4aaadc1d5469.jpg
f991cd80-4090-4ece-a711-81ccadb2a196,"A humorous cartoon of a Toyota toppling over while climbing a steep, muddy hill with big wheels and tires.","funny cartoon, steep hill, big wheels, muddy terrain",Amusement,3,2,1,cartoon,outdoor,"vehicles, terrain",,,The exaggerated situation of a vehicle toppling over in a humorous setting evokes amusement.,136:138:123,216:242:228,40:31:24,136.44,90.8,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f991cd80-4090-4ece-a711-81ccadb2a196.jpg
34d2df27-8b31-482a-a094-77f30fbbdd98,"A modern bathroom featuring a white bathtub surrounded by red splatters on the white floor and walls, complemented by large windows allowing natural light to flood the space.","modern design, spacious interior, white walls, red splatters",Disgust,-3,2,-1,modern,indoor,"bathtub, splatters, windows",,,The stark contrast of white and red along with the blood-like splatters creates a disturbing visual that may evoke discomfort or disgust.,148:142:149,219:218:222,76:60:70,145.23,68.93,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/34d2df27-8b31-482a-a094-77f30fbbdd98.jpg
1d1dde20-9819-4de3-8872-8b09ae7f070e,"A vintage advertisement featuring a woman in a stylish striped dress, promoting an amusement park with a retro design in the background.","vintage advertisement, stylish dress, amusement park",Excitement,3,2,1,vintage,outdoor,"amusement park, people",,,The vibrant colors and playful theme of the advertisement evoke feelings of excitement associated with amusement parks.,173:169:154,242:237:214,45:44:40,168.9,83.66,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1d1dde20-9819-4de3-8872-8b09ae7f070e.jpg
64feab4a-bd34-4384-b56d-77326431a2af,"A couple enjoying a meal at a restaurant in Marseilles during the 1980s, captured in a hyper-realistic style with intricate details and cinematic lighting.","beautiful faces, 1980s restaurant, intricate details, cinematic lighting",Contentment,3,2,1,"realistic, vintage",indoor,restaurant interiors,,,"The warm atmosphere and nostalgic setting evoke feelings of contentment, reflecting a moment of joy and connection between the couple.",105:104:94,110:99:87,23:34:34,103.42,70.69,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/64feab4a-bd34-4384-b56d-77326431a2af.jpg
26e8223b-e80f-4c85-803c-fbee92719380,"A vibrant collage-style travel poster showcasing famous landmarks in Paris, featuring the Eiffel Tower and a vintage car against a colorful pop art background.","colorful collage, famous landmarks, vintage car",Excitement,3,4,2,"pop art, collage",urban,"landmarks, vehicles",,,The lively colors and iconic symbols of Paris create a sense of excitement and adventure associated with travel.,138:99:72,231:71:31,107:170:144,108.05,60.62,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/26e8223b-e80f-4c85-803c-fbee92719380.jpg
4214198b-764b-4ec7-a846-09be75c8255b,"A close-up portrait of a Doberman with its mouth open, displaying an ultra-realistic appearance against a dark background.","ultra realistic dog, open mouth Doberman, dark background",Excitement,3,4,2,realistic,indoor,dogs,,,The image's dynamic pose and vivid details of the Doberman evoke excitement and energy.,30:25:23,8:7:6,62:54:49,26.59,35.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/4214198b-764b-4ec7-a846-09be75c8255b.jpg
27fa512f-401b-445d-b95b-f75cce448a1b,"Ink wash painting of a grizzly bear standing on a river bank with fish in its mouth, surrounded by muted colors and natural scenery.","grizzly bear, muted colors, river bank",Contentment,3,1,2,"ink wash, naturalistic",outdoor,"animals, natural landscapes",,,The peaceful depiction of the bear in its natural habitat evokes a sense of contentment and tranquility.,143:138:123,234:224:206,130:123:104,138.41,82.33,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/27fa512f-401b-445d-b95b-f75cce448a1b.jpg
ed08de0e-b139-4086-8a33-08868448cab5,"A surreal ice cream cone featuring a globe embedded in a scoop, with elements of chocolate and a flowing creamy texture, against a dramatic sky.","surreal dessert, dramatic sky, melting ice cream",Disgust,-3,2,-1,surreal,fantastical,"food, globe",,,The unusual combination of food with a globe may evoke disgust due to its bizarre and unappetizing appearance.,60:69:64,21:38:41,85:89:80,65.95,49.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/ed08de0e-b139-4086-8a33-08868448cab5.jpg
c09822e9-7fe8-4097-9caf-8d713efc64b0,"Two individuals sit at a table in a black and white optical art restaurant, surrounded by swirling patterns that create a sense of depth and movement.","minimalistic design, optical patterns",Contentment,2,1,1,"minimalist, optical art",indoor,"tables, chairs, kitchenware",,,"The serene setting with engaging optical patterns may evoke feelings of contentment and calm, promoting a peaceful dining experience.",120:120:120,19:19:19,174:174:174,120.97,94.45,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/c09822e9-7fe8-4097-9caf-8d713efc64b0.jpg
f9d2896c-a491-4242-9469-b07d0eb72dd0,"A Moai stone-faced statue stands solemnly on a beach, illuminated by the warm glow of a nearby fire, set against a dimly lit, dramatic sky.","stone-faced statue, dimly lit beach, fire light",Awe,2,3,1,ultra realistic,outdoor,"statues, natural landscapes",,,The imposing presence of the Moai statue and the mysterious lighting evoke a sense of awe and wonder.,41:35:34,22:20:22,72:59:56,37.25,34.72,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f9d2896c-a491-4242-9469-b07d0eb72dd0.jpg
97002c0f-46ce-42fe-877c-a0a71c103464,"A dramatic portrayal of two tanks amidst a backdrop of war and destruction, showcasing contrasting colors and explosive effects.","destructive tanks, dramatic backdrop, explosive effects",Fear,-3,3,-1,realistic,outdoor,military vehicles,,,"The image represents the chaos and danger associated with warfare, evoking fear due to the destruction portrayed.",108:91:73,25:16:17,224:203:155,94.57,82.96,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/97002c0f-46ce-42fe-877c-a0a71c103464.jpg
0cef4db6-746b-4d2a-a5dd-8a3cd55bb191,"A photorealistic image of a beautifully draped quilt made of pieced together Josef Frank printed textiles and antique ticking stripe fabric, resting on a clean white background, with a single clementine and a pile of oranges placed on top.","beautiful quilt, clean background, vibrant clementine",Contentment,3,1,2,"photorealistic, stylish",indoor,"quilt, fruits",,,"The image evokes contentment due to its serene arrangement, vibrant colors, and homely feel, giving a sense of comfort and aesthetic pleasure.",190:182:172,225:222:215,157:140:120,183.85,62.55,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0cef4db6-746b-4d2a-a5dd-8a3cd55bb191.jpg
2d402f81-0005-44c1-87e0-9e5127d95afc,"A whimsical and colorful coffee shop named 'SAATAMAL' with a cartoonish, cute aesthetic, featuring round characters and vibrant details that evoke a blend of Simon Stålenhag's imaginative style and Takashi Murakami's playful art.","ridiculously cute coffee shop, colorful characters, playful atmosphere",Amusement,4,3,1,"kawaii, whimsical",outdoor,"buildings, characters",,,"The image features a cute and imaginative coffee shop with endearing characters, evoking a sense of joy and amusement.",142:140:130,207:216:195,69:67:68,139.82,62.66,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2d402f81-0005-44c1-87e0-9e5127d95afc.jpg
a6579cea-ea61-439c-912f-58858433932c,A vibrant stock exchange graph displaying various metrics over time with colorful lines and data points on a dark background.,"vibrant graph, colorful metrics, dynamic data",Excitement,3,4,2,"modern, digital",abstract,"graphs, data visualizations",,,"The vibrant colors and dynamic lines in the graph create a sense of activity and growth, evoking excitement about financial opportunities.",29:32:18,13:11:8,68:87:48,29.93,44.47,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/a6579cea-ea61-439c-912f-58858433932c.jpg
0ad6247b-8f0c-48ac-bae0-d0bf56b75e1a,"The album cover features a striking image of an hourglass with sand trickling down, and a silhouette of a girl in the background, symbolizing the fleeting nature of time and the pressure to cherish it.","striking hourglass, mysterious silhouette, fleeting time",Sad,-2,1,-1,cartoon-style,indoor,"hourglass, silhouette",,,The image evokes sadness by portraying the inevitability of time passing and the looming presence of loss.,49:38:24,11:9:6,90:68:47,40.53,51.64,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0ad6247b-8f0c-48ac-bae0-d0bf56b75e1a.jpg
60858a61-111f-4b52-aa9c-64c8bcb5e368,"A stylized illustration of a fluffy Pomeranian surrounded by vibrant florals, mushrooms, and dandelions, evoking a magical atmosphere.","multidimensional Pomeranian, shiny eyes, colorful florals",Contentment,3,1,2,"illustrative, vintage",natural,"animals, flora",,,"The image creates a sense of joy and tranquility through its vibrant colors and enchanting setting, which can evoke feelings of contentment.",178:174:136,233:231:191,72:68:35,171.35,70.9,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/60858a61-111f-4b52-aa9c-64c8bcb5e368.jpg
d5e9858b-8d96-4176-a567-b3719c44a058,"A raging bull in a confined space, letting out a loud roar as it appears to charge forward, symbolizing the idea of being aggressive in investment without careful consideration.","raging bull, confined space, loud roar",Anger,-2,3,2,"dramatic, realistic",indoor,"animals, architecture",aggressive,,"The bull's aggressive stance and roar evoke a sense of anger, representing the consequences of investors being rash and shortsighted.",71:62:48,26:18:13,87:79:61,63.57,52.89,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d5e9858b-8d96-4176-a567-b3719c44a058.jpg
7d9afc53-0e39-4823-852d-bed125ebcabc,A group of apostles displaying fear and anxiety as they react to an unknown threat in a rustic dwelling from ancient Israel.,"scared apostles, ancient house, tense atmosphere",Fear,-2,3,-1,realistic,indoor,"people, interior settings",fearful,gathering closely,"The scene depicts a moment of tension and fear among the apostles, suggesting they are startled by an unexpected event.",70:63:42,25:26:14,92:75:44,62.93,55.56,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/7d9afc53-0e39-4823-852d-bed125ebcabc.jpg
a56fbe43-36fa-4f65-973b-69501adb8bfd,"A front view of a grumpy old man with a bored expression, featuring small cobwebs coming out of his ear and a dirty clown nose, in a realistic style.","grumpy old man, bored face, dirty clown nose",Disgust,-2,-1,-2,realistic,indoor,people,grumpy,,"The image evokes disgust due to the unusual and unappealing combination of features, such as the dirty clown nose and cobwebs.",51:47:45,27:26:25,92:80:77,48.84,45.65,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/a56fbe43-36fa-4f65-973b-69501adb8bfd.jpg
6c4dab79-4ef2-4165-abf0-34a6c1f8b2b4,"A woman with disheveled hair in a softly lit, moody atmosphere, conveying a sense of introspection.","moody atmosphere, soft light, disheveled hair",Sad,-1,-1,0,"realistic, moody",indoor,people,,,"The image presents a somber tone, suggesting feelings of sadness or contemplation.",80:80:79,26:27:29,91:88:86,80.4,56.56,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6c4dab79-4ef2-4165-abf0-34a6c1f8b2b4.jpg
9f87814b-ffc1-483d-b552-b877e2d5998a,"A heavily armored dwarf battle rager stands fiercely in a dimly lit room, brandishing a massive axe and shield, both adorned with spikes and blades, showcasing his readiness for battle.","battle rager, spiked armor, bladed armor, fierce stance",Anger,-2,4,3,"fantasy, realistic",indoor,"character, weapons",angry,standing ready,"The dwarf's fierce posture and battle gear suggest he is prepared for combat, evoking a sense of anger and intensity.",58:56:54,27:25:27,79:78:73,56.87,44.52,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/9f87814b-ffc1-483d-b552-b877e2d5998a.jpg
